degradation,fold,level,method,runs,sample_accuracy_mean,sample_accuracy_std,sample_macro_f1_mean,sample_macro_f1_std,test_subjects,trial_accuracy_mean,trial_accuracy_std,trial_macro_f1_mean,trial_macro_f1_std
point_missing,loso_test_p6_val_p7,0.4,radar_stnet,5,0.9978386605783867,0.0002737611225054125,0.9978347238113094,0.000274531006001001,p6,1.0,0.0,1.0,0.0
point_missing,loso_test_p6_val_p7,0.5,radar_stnet,5,0.9975190258751903,0.00016215582764583938,0.997514167186494,0.00016288185696884243,p6,1.0,0.0,1.0,0.0
point_missing,loso_test_p6_val_p7,0.6,radar_stnet,5,0.9967275494672755,0.00020841802035965985,0.9967230511539669,0.0002086552160127097,p6,1.0,0.0,1.0,0.0
point_missing,loso_test_p6_val_p7,0.7,radar_stnet,5,0.9930669710806697,0.0005252795715901603,0.9930664319995118,0.0005246142935500672,p6,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p6_val_p7,0.0,radar_stnet,1,0.9974885844748859,0.0,0.9974850016008181,0.0,p6,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p6_val_p7,0.01,radar_stnet,5,0.9975114155251141,0.00010654490106545289,0.9975077404972144,0.00010644433321689639,p6,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p6_val_p7,0.02,radar_stnet,5,0.9974353120243531,0.00010379133711557345,0.9974314086752478,0.00010374469574554829,p6,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p6_val_p7,0.05,radar_stnet,5,0.9967047184170472,0.00021739508153860305,0.996699781648686,0.0002174030872702191,p6,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p6_val_p7,0.08,radar_stnet,5,0.9940030441400303,0.00020221202824333192,0.9939985289482239,0.00020258720887743578,p6,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p6_val_p7,0.1,radar_stnet,5,0.987214611872146,0.0004508771154824707,0.987219050530388,0.00044865031358974633,p6,1.0,0.0,1.0,0.0
strong_synthetic_clutter,loso_test_p6_val_p7,0.0,radar_stnet,1,0.9974885844748859,0.0,0.9974850016008181,0.0,p6,1.0,0.0,1.0,0.0
strong_synthetic_clutter,loso_test_p6_val_p7,0.1,radar_stnet,5,0.16523592085235922,0.0006410788337489437,0.10075258175702202,0.0007456263635448422,p6,0.12666666666666665,0.013333333333333329,0.04340886699507389,0.011704433497536942
strong_synthetic_clutter,loso_test_p6_val_p7,0.2,radar_stnet,5,0.10220700152207,0.0002754484181256292,0.022523992615278432,0.0005327247300339739,p6,0.1,0.0,0.01818181818181818,0.0
strong_synthetic_clutter,loso_test_p6_val_p7,0.4,radar_stnet,5,0.1,0.0,0.01818181818181818,0.0,p6,0.1,0.0,0.01818181818181818,0.0
strong_synthetic_clutter,loso_test_p6_val_p7,0.6,radar_stnet,5,0.1,0.0,0.01818181818181818,0.0,p6,0.1,0.0,0.01818181818181818,0.0
strong_synthetic_clutter,loso_test_p6_val_p7,0.8,radar_stnet,5,0.1,0.0,0.01818181818181818,0.0,p6,0.1,0.0,0.01818181818181818,0.0
structured_realistic_clutter,loso_test_p6_val_p7,0.0,radar_stnet,1,0.9974885844748859,0.0,0.9974850016008181,0.0,p6,1.0,0.0,1.0,0.0
structured_realistic_clutter,loso_test_p6_val_p7,0.02,radar_stnet,5,0.9149543378995434,0.0023048181103765032,0.8996480780392206,0.0035423186640986767,p6,0.9333333333333333,0.0,0.925,0.0
