variant,degradation,level,seed,sample_accuracy,sample_macro_f1,sample_weighted_f1,sample_count,trial_accuracy,trial_macro_f1,trial_count
no_motion,noise,0.08,0,0.8535007610350076,0.845908633996659,0.8459086339966588,26280,0.9,0.8966666666666665,30
no_motion,noise,0.08,1,0.8535388127853881,0.8459216635292914,0.8459216635292913,26280,0.9,0.8966666666666665,30
no_motion,noise,0.08,2,0.8536149162861492,0.8461910854123561,0.846191085412356,26280,0.9,0.8966666666666665,30
no_motion,noise,0.1,0,0.8070395738203957,0.7827729191930658,0.7827729191930658,26280,0.8333333333333334,0.8045454545454545,30
no_motion,noise,0.1,1,0.8074961948249619,0.783315329018596,0.783315329018596,26280,0.8333333333333334,0.8045454545454545,30
no_motion,noise,0.1,2,0.8075342465753425,0.7838106649261685,0.7838106649261685,26280,0.8333333333333334,0.8045454545454545,30
no_motion,clutter,0.0,0,0.9389649923896499,0.9377912850538568,0.937791285053857,26280,1.0,1.0,30
no_motion,clutter,0.1,0,0.3493531202435312,0.21152795040692682,0.21152795040692682,26280,0.4,0.2507142857142857,30
no_motion,clutter,0.1,1,0.35133181126331814,0.21262091045547526,0.2126209104554753,26280,0.4,0.24454545454545454,30
no_motion,clutter,0.1,2,0.3507990867579909,0.21222666908681784,0.21222666908681787,26280,0.4,0.2507142857142857,30
no_motion,clutter,0.2,0,0.2610350076103501,0.14599781597731076,0.14599781597731076,26280,0.3,0.17857142857142855,30
no_motion,clutter,0.2,1,0.26183409436834093,0.14636562516258247,0.14636562516258247,26280,0.3,0.17857142857142855,30
no_motion,clutter,0.2,2,0.2614155251141553,0.1462220198198055,0.14622201981980548,26280,0.3,0.17857142857142855,30
no_motion,clutter,0.4,0,0.217351598173516,0.11026243934778217,0.11026243934778218,26280,0.2,0.08888888888888888,30
no_motion,clutter,0.4,1,0.21640030441400304,0.10876565835963048,0.10876565835963048,26280,0.2,0.08888888888888888,30
no_motion,clutter,0.4,2,0.21754185692541858,0.10967385693829002,0.10967385693829003,26280,0.2,0.08888888888888888,30
no_motion,clutter,0.6,0,0.20068493150684932,0.0923746369418623,0.0923746369418623,26280,0.2,0.08888888888888888,30
no_motion,clutter,0.6,1,0.20098934550989345,0.09387158562250891,0.09387158562250891,26280,0.2,0.08888888888888888,30
no_motion,clutter,0.6,2,0.20167427701674276,0.09457329193160686,0.09457329193160685,26280,0.2,0.08888888888888888,30
no_motion,clutter,0.8,0,0.19250380517503804,0.09370233786097065,0.09370233786097065,26280,0.2,0.10640394088669951,30
no_motion,clutter,0.8,1,0.19208523592085236,0.09346389491217509,0.09346389491217509,26280,0.2,0.10640394088669951,30
no_motion,clutter,0.8,2,0.19288432267884323,0.0944539154309055,0.0944539154309055,26280,0.2,0.10640394088669951,30
no_tcn,missing,0.0,0,0.8962709284627093,0.883690461050391,0.883690461050391,26280,0.9,0.8666666666666666,30
no_tcn,missing,0.1,0,0.897945205479452,0.8861346196324666,0.8861346196324666,26280,0.9333333333333333,0.925,30
no_tcn,missing,0.1,1,0.8975266362252664,0.8859511613207743,0.8859511613207743,26280,0.9333333333333333,0.925,30
no_tcn,missing,0.1,2,0.8982115677321156,0.8866679409199574,0.8866679409199574,26280,0.9333333333333333,0.925,30
no_tcn,missing,0.2,0,0.8996194824961948,0.8889933536577832,0.8889933536577832,26280,0.9333333333333333,0.925,30
no_tcn,missing,0.2,1,0.898972602739726,0.8882373866175579,0.8882373866175578,26280,0.9333333333333333,0.925,30
no_tcn,missing,0.2,2,0.8993911719939117,0.8887345576625683,0.8887345576625683,26280,0.9333333333333333,0.925,30
