variant,degradation,level,sample_accuracy_mean,sample_accuracy_std,sample_macro_f1_mean,sample_macro_f1_std,trial_accuracy_mean,trial_accuracy_std,trial_macro_f1_mean,trial_macro_f1_std,runs
no_motion,noise,0.05,0.907572298325723,0.0002466035273366856,0.9057941431242735,0.0002723794084034938,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_motion,noise,0.08,0.8535514967021816,4.7458870963648884e-05,0.8460071276461022,0.00013018649956632628,0.9,0.0,0.8966666666666665,0.0,3
no_motion,noise,0.1,0.8073566717402333,0.0002247595782175291,0.7832996377126101,0.00042380318895752903,0.8333333333333334,0.0,0.8045454545454543,1.1102230246251565e-16,3
no_raw_stats,clutter,0.0,0.9332952815829528,0.0,0.9299708118876714,0.0,0.9666666666666667,0.0,0.9657142857142856,0.0,1
no_raw_stats,clutter,0.1,0.21732623033992896,0.0007168377042589952,0.13719681551912313,0.0011254923749658896,0.20000000000000004,2.7755575615628914e-17,0.12,0.0,3
no_raw_stats,clutter,0.2,0.11466260781329274,0.0003796709677091799,0.04350534715969535,0.0005701281742745485,0.10000000000000002,1.3877787807814457e-17,0.01818181818181818,0.0,3
no_raw_stats,clutter,0.4,0.10000000000000002,1.3877787807814457e-17,0.01818181818181818,0.0,0.10000000000000002,1.3877787807814457e-17,0.01818181818181818,0.0,3
no_raw_stats,clutter,0.6,0.10000000000000002,1.3877787807814457e-17,0.01818181818181818,0.0,0.10000000000000002,1.3877787807814457e-17,0.01818181818181818,0.0,3
no_raw_stats,clutter,0.8,0.10000000000000002,1.3877787807814457e-17,0.01818181818181818,0.0,0.10000000000000002,1.3877787807814457e-17,0.01818181818181818,0.0,3
no_raw_stats,missing,0.0,0.9332952815829528,0.0,0.9299708118876714,0.0,0.9666666666666667,0.0,0.9657142857142856,0.0,1
no_raw_stats,missing,0.1,0.935984271943176,0.0005330264177943038,0.9331091009214726,0.0005723767953832687,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,missing,0.2,0.9368975139523085,0.0002204229730718341,0.9343180724626743,0.0002619890798557696,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,missing,0.3,0.9374175545408422,0.00029365390418033054,0.9352622903879477,0.0003204680610656187,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,missing,0.4,0.9359715880263826,6.467553923887583e-05,0.9342989044921265,5.201013979001681e-05,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,missing,0.5,0.9284753932014206,0.00012556437007367065,0.9277210302337888,0.00010572282472968005,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,missing,0.6,0.9061009639776763,0.0003934059467090661,0.9068764522628948,0.00036537279522705444,1.0,0.0,1.0,0.0,3
no_raw_stats,missing,0.7,0.845738203957382,0.0008749144779797133,0.8483115005894168,0.0007696504432537326,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,noise,0.0,0.9332952815829528,0.0,0.9299708118876714,0.0,0.9666666666666667,0.0,0.9657142857142856,0.0,1
no_raw_stats,noise,0.01,0.931494165398275,7.175106861350153e-05,0.9279152098807223,8.312838333162001e-05,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,noise,0.02,0.928310502283105,0.00040628151643951044,0.9242083710143589,0.00045404688773212343,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,noise,0.05,0.9104642313546423,6.213824816801795e-05,0.9041871531755469,0.00012701300747763552,0.9666666666666667,0.0,0.9657142857142856,0.0,3
no_raw_stats,noise,0.08,0.8684550989345511,0.0006465065924594177,0.8605130989407047,0.0007665111909240682,0.9333333333333332,1.1102230246251565e-16,0.9250000000000002,1.1102230246251565e-16,3
no_raw_stats,noise,0.1,0.8254819888381532,0.00028019688019248256,0.8123961398961973,0.00027747397541526877,0.8222222222222223,0.01571348402636772,0.7931168831168831,0.016162440712835357,3
no_tcn,clutter,0.0,0.8962709284627093,0.0,0.883690461050391,0.0,0.9,0.0,0.8666666666666666,0.0,1
