degradation,fold,level,method,runs,sample_accuracy_mean,sample_accuracy_std,sample_macro_f1_mean,sample_macro_f1_std,test_subjects,trial_accuracy_mean,trial_accuracy_std,trial_macro_f1_mean,trial_macro_f1_std
point_missing,loso_test_p1_val_p2,0.0,radar_stnet,1,0.6261796042617961,0.0,0.5829236363790307,0.0,p1,0.7,0.0,0.6369264069264069,0.0
point_missing,loso_test_p1_val_p2,0.1,radar_stnet,5,0.620593607305936,0.0005230697192523197,0.5775731792463474,0.0005838894162265579,p1,0.7,0.0,0.6369264069264069,0.0
point_missing,loso_test_p1_val_p2,0.2,radar_stnet,5,0.6112785388127855,0.0007357284041769652,0.5668624263627537,0.0009923026649194327,p1,0.6666666666666666,0.0,0.5802597402597401,0.0
point_missing,loso_test_p1_val_p2,0.3,radar_stnet,5,0.6010882800608829,0.0009622203534002554,0.55519100671157,0.0010497729326390428,p1,0.6533333333333333,0.016329931618554516,0.5572467532467533,0.017369109085189783
point_missing,loso_test_p1_val_p2,0.4,radar_stnet,5,0.5871004566210045,0.0009538777690522614,0.5400470917242537,0.0010824449886737769,p1,0.6333333333333333,0.0,0.535974025974026,0.0
point_missing,loso_test_p1_val_p2,0.5,radar_stnet,5,0.5703957382039574,0.0014145837363349564,0.5222613124953955,0.0019070898475805867,p1,0.6333333333333333,0.0,0.535974025974026,0.0
point_missing,loso_test_p1_val_p2,0.6,radar_stnet,5,0.5431887366818874,0.0005973034054900852,0.49184948186477084,0.0008354281296082729,p1,0.5666666666666667,0.0,0.47821428571428576,0.0
point_missing,loso_test_p1_val_p2,0.7,radar_stnet,5,0.5112633181126331,0.0011382499157226267,0.45681220136251205,0.0012601214021594742,p1,0.5666666666666667,0.0,0.47821428571428576,0.0
coordinate_noise,loso_test_p1_val_p2,0.0,radar_stnet,1,0.6261796042617961,0.0,0.5829236363790307,0.0,p1,0.7,0.0,0.6369264069264069,0.0
coordinate_noise,loso_test_p1_val_p2,0.01,radar_stnet,5,0.6268188736681888,0.0003913229872810243,0.5835007821334075,0.00044442135045488193,p1,0.7,0.0,0.6369264069264069,0.0
coordinate_noise,loso_test_p1_val_p2,0.02,radar_stnet,5,0.627937595129376,0.0004115222476285013,0.5843406555248726,0.0004644229699087778,p1,0.7,0.0,0.6369264069264069,0.0
coordinate_noise,loso_test_p1_val_p2,0.05,radar_stnet,5,0.6368949771689498,0.0008401081960262451,0.5920944101543582,0.0009999504141724957,p1,0.7,0.0,0.630974025974026,0.0
coordinate_noise,loso_test_p1_val_p2,0.08,radar_stnet,5,0.6509360730593606,0.000851067187759147,0.606352005592384,0.0009585266741567442,p1,0.7066666666666667,0.013333333333333332,0.6376883116883117,0.018836568863001876
coordinate_noise,loso_test_p1_val_p2,0.1,radar_stnet,5,0.6605403348554033,0.0006699702002153293,0.616492434410622,0.0006800909091062698,p1,0.76,0.013333333333333376,0.7160519480519479,0.022181818181818216
point_missing,loso_test_p2_val_p3,0.0,radar_stnet,1,0.9226027397260274,0.0,0.9206780654608655,0.0,p2,1.0,0.0,1.0,0.0
point_missing,loso_test_p2_val_p3,0.1,radar_stnet,5,0.9188127853881278,0.0006998212439922283,0.916798192793826,0.0007255576500215259,p2,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
point_missing,loso_test_p2_val_p3,0.2,radar_stnet,5,0.9173059360730592,0.0002494059301092015,0.9153338040048713,0.00026330906833356286,p2,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
point_missing,loso_test_p2_val_p3,0.3,radar_stnet,5,0.9143835616438356,0.0004914424441693616,0.9124648626235906,0.0005310343293317244,p2,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
point_missing,loso_test_p2_val_p3,0.4,radar_stnet,5,0.909558599695586,0.0009162178810210036,0.9077690227769037,0.0009735300906953829,p2,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
point_missing,loso_test_p2_val_p3,0.5,radar_stnet,5,0.9020395738203957,0.0007958548835556356,0.9004378502686172,0.0008049657044147811,p2,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
point_missing,loso_test_p2_val_p3,0.6,radar_stnet,5,0.888158295281583,0.0005812833014894425,0.8872024221639642,0.00063775468054007,p2,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
point_missing,loso_test_p2_val_p3,0.7,radar_stnet,5,0.8548021308980213,0.0012340505902176965,0.8555779446533037,0.0012326380071615733,p2,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
coordinate_noise,loso_test_p2_val_p3,0.0,radar_stnet,1,0.9226027397260274,0.0,0.9206780654608655,0.0,p2,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p2_val_p3,0.01,radar_stnet,5,0.9230365296803653,0.0005142479728013852,0.9211085228115181,0.0005271669413582891,p2,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p2_val_p3,0.02,radar_stnet,5,0.9235083713850838,0.0005862439930767568,0.9215472208217902,0.000593466059162263,p2,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p2_val_p3,0.05,radar_stnet,5,0.9215449010654491,0.0005388858741887415,0.919478831002974,0.0005619273776109655,p2,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p2_val_p3,0.08,radar_stnet,5,0.8959056316590562,0.0008909636760370022,0.8930813486923801,0.0009272373219816952,p2,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p2_val_p3,0.1,radar_stnet,5,0.8570776255707763,0.0011339166229643305,0.8500830532843808,0.00124260445460443,p2,0.9333333333333333,0.0,0.925,0.0
point_missing,loso_test_p3_val_p4,0.0,radar_stnet,1,0.6731354642313546,0.0,0.6062026098616438,0.0,p3,0.6666666666666666,0.0,0.5823809523809523,0.0
point_missing,loso_test_p3_val_p4,0.1,radar_stnet,5,0.6778843226788431,0.0008173246709792112,0.6122546321510225,0.001241499500519136,p3,0.6866666666666665,0.016329931618554516,0.6029523809523809,0.016796501093370348
point_missing,loso_test_p3_val_p4,0.2,radar_stnet,5,0.6852435312024354,0.0011224685896815056,0.6216834295516689,0.0015994844973636249,p3,0.7,0.0,0.6166666666666666,0.0
point_missing,loso_test_p3_val_p4,0.3,radar_stnet,5,0.6943835616438355,0.0008896626185729378,0.6334273115459625,0.0012747655412689118,p3,0.7,0.0,0.6166666666666666,0.0
point_missing,loso_test_p3_val_p4,0.4,radar_stnet,5,0.7055936073059361,0.00040413753568800193,0.6476286296009997,0.0004950335861397103,p3,0.7,0.0,0.6166666666666666,0.0
point_missing,loso_test_p3_val_p4,0.5,radar_stnet,5,0.7223439878234399,0.0007543081700678427,0.6681642348707008,0.000991158048933853,p3,0.7,0.0,0.6166666666666666,0.0
point_missing,loso_test_p3_val_p4,0.6,radar_stnet,5,0.7450152207001521,0.0009186168570475544,0.6954452542272109,0.001091992949046203,p3,0.8,0.0,0.7297619047619047,0.0029160592175990112
point_missing,loso_test_p3_val_p4,0.7,radar_stnet,5,0.7780745814307458,0.0010910704930867622,0.7336915451134804,0.0013015663644864884,p3,0.8,0.0,0.7273809523809524,0.0
coordinate_noise,loso_test_p3_val_p4,0.0,radar_stnet,1,0.6731354642313546,0.0,0.6062026098616438,0.0,p3,0.6666666666666666,0.0,0.5823809523809523,0.0
coordinate_noise,loso_test_p3_val_p4,0.01,radar_stnet,5,0.6705479452054794,0.0004119442497024308,0.60242273980803,0.0006948625218298362,p3,0.6666666666666666,0.0,0.5823809523809523,0.0
coordinate_noise,loso_test_p3_val_p4,0.02,radar_stnet,5,0.6649010654490106,0.0003771540850339214,0.5945419379207336,0.0005278879123896491,p3,0.6666666666666666,0.0,0.5823809523809523,0.0
coordinate_noise,loso_test_p3_val_p4,0.05,radar_stnet,5,0.6390791476407915,0.0003609906004758157,0.5607221731651911,0.0005216577433890631,p3,0.6666666666666666,0.0,0.5809523809523809,0.0011664236870396044
coordinate_noise,loso_test_p3_val_p4,0.08,radar_stnet,5,0.6085996955859969,0.00040053873263134197,0.5210527784162473,0.0006715154879249955,p3,0.6,0.0,0.5007142857142857,0.0
coordinate_noise,loso_test_p3_val_p4,0.1,radar_stnet,5,0.5923439878234399,0.000465663882519873,0.49820750712762096,0.0009758518673793862,p3,0.6,0.0,0.5007142857142857,0.0
point_missing,loso_test_p4_val_p5,0.0,radar_stnet,1,0.5861491628614917,0.0,0.5405113698424123,0.0,p4,0.5666666666666667,0.0,0.45666666666666667,0.0
point_missing,loso_test_p4_val_p5,0.1,radar_stnet,5,0.5756621004566209,0.00047806084549588987,0.5279756324138017,0.0007315079785917451,p4,0.5666666666666667,0.0,0.45666666666666667,0.0
point_missing,loso_test_p4_val_p5,0.2,radar_stnet,5,0.5636149162861491,0.000689314573773151,0.5136702480635958,0.0009462529124568745,p4,0.5666666666666667,0.0,0.45666666666666667,0.0
point_missing,loso_test_p4_val_p5,0.3,radar_stnet,5,0.5478006088280061,0.00023258305616341983,0.49497228305364416,0.0005823632738550151,p4,0.5666666666666667,0.0,0.45666666666666667,0.0
point_missing,loso_test_p4_val_p5,0.4,radar_stnet,5,0.5281506849315069,0.0013601890784017616,0.4705521028709754,0.001699901173766548,p4,0.5666666666666667,0.0,0.45666666666666667,0.0
point_missing,loso_test_p4_val_p5,0.5,radar_stnet,5,0.5044216133942162,0.0012434017172776321,0.43988972919340574,0.0018253727013923192,p4,0.5066666666666666,0.01333333333333333,0.4061831501831502,0.013318681318681325
point_missing,loso_test_p4_val_p5,0.6,radar_stnet,5,0.4759284627092846,0.001100110258727107,0.39954528625653374,0.0017571664175445503,p4,0.4,0.0,0.2619607843137255,0.0
point_missing,loso_test_p4_val_p5,0.7,radar_stnet,5,0.4417732115677321,0.00023007939814051028,0.34608855878363803,0.0005920148792440314,p4,0.4,0.0,0.2619607843137255,0.0
coordinate_noise,loso_test_p4_val_p5,0.0,radar_stnet,1,0.5861491628614917,0.0,0.5405113698424123,0.0,p4,0.5666666666666667,0.0,0.45666666666666667,0.0
coordinate_noise,loso_test_p4_val_p5,0.01,radar_stnet,5,0.5883713850837139,0.0005443395659740736,0.5434798097654024,0.0006223591592995967,p4,0.5866666666666666,0.016329931618554516,0.4906666666666667,0.027760883751542727
coordinate_noise,loso_test_p4_val_p5,0.02,radar_stnet,5,0.5953805175038053,0.0002664709497718757,0.5524866331057817,0.00030625475063529535,p4,0.6,0.0,0.5133333333333334,0.0
coordinate_noise,loso_test_p4_val_p5,0.05,radar_stnet,5,0.6298401826484018,0.0002089730626749554,0.5951788013209949,0.00037521279725906545,p4,0.6666666666666666,0.0,0.6033333333333333,0.0
coordinate_noise,loso_test_p4_val_p5,0.08,radar_stnet,5,0.671103500761035,0.0005176157099888149,0.6450819989566712,0.0007593002889142029,p4,0.7,0.0,0.6616666666666666,0.0
coordinate_noise,loso_test_p4_val_p5,0.1,radar_stnet,5,0.6870776255707762,0.0008324902082358694,0.6593521693430295,0.001176282811964892,p4,0.7333333333333333,0.0,0.6883333333333334,0.0
point_missing,loso_test_p5_val_p6,0.0,radar_stnet,1,0.9067732115677322,0.0,0.9058299917753698,0.0,p5,1.0,0.0,1.0,0.0
point_missing,loso_test_p5_val_p6,0.1,radar_stnet,5,0.9070624048706242,0.0004016938575462856,0.9058956535671492,0.00043536055100740667,p5,1.0,0.0,1.0,0.0
point_missing,loso_test_p5_val_p6,0.2,radar_stnet,5,0.9075418569254186,0.0008317245718304056,0.9061358621169889,0.0008779494619101369,p5,1.0,0.0,1.0,0.0
point_missing,loso_test_p5_val_p6,0.3,radar_stnet,5,0.9074657534246574,0.0003645031967983989,0.9057239950941536,0.0003892144193767003,p5,1.0,0.0,1.0,0.0
point_missing,loso_test_p5_val_p6,0.4,radar_stnet,5,0.905951293759513,0.0007214194414705934,0.903658303401874,0.0008290233461968293,p5,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
point_missing,loso_test_p5_val_p6,0.5,radar_stnet,5,0.8996803652968037,0.0004906167872537834,0.8962241069193105,0.00045194880716289666,p5,0.9333333333333333,0.0,0.925,0.0
point_missing,loso_test_p5_val_p6,0.6,radar_stnet,5,0.88117199391172,0.0016056576230609322,0.8736984822053324,0.0017643987083293224,p5,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p5_val_p6,0.7,radar_stnet,5,0.8373592085235921,0.001201953547786881,0.8190584297612965,0.001678071405697258,p5,0.9,0.0,0.8666666666666666,0.0
coordinate_noise,loso_test_p5_val_p6,0.0,radar_stnet,1,0.9067732115677322,0.0,0.9058299917753698,0.0,p5,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p5_val_p6,0.01,radar_stnet,5,0.9062252663622526,0.00041863843346957587,0.9052700707412153,0.00042976280830132104,p5,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p5_val_p6,0.02,radar_stnet,5,0.9049847792998479,0.00038879877547778587,0.9039728034809233,0.0004056828941421489,p5,1.0,0.0,1.0,0.0
coordinate_noise,loso_test_p5_val_p6,0.05,radar_stnet,5,0.8947640791476408,0.0007624036399615104,0.8934668555267724,0.0008178568037857132,p5,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
coordinate_noise,loso_test_p5_val_p6,0.08,radar_stnet,5,0.8663318112633182,0.0011499941553611667,0.8639813852080787,0.0011335638966117354,p5,0.9666666666666666,1.1102230246251565e-16,0.9657142857142859,0.0
coordinate_noise,loso_test_p5_val_p6,0.1,radar_stnet,5,0.8348630136986301,0.0007921347221241846,0.8313945446650177,0.000827238366879121,p5,0.9333333333333333,0.0,0.9314285714285715,0.0
point_missing,loso_test_p6_val_p7,0.0,radar_stnet,1,0.8975266362252664,0.0,0.8747703701026837,0.0,p6,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p6_val_p7,0.1,radar_stnet,5,0.8988127853881279,0.000292181945516791,0.8769105047674384,0.000411582070115635,p6,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p6_val_p7,0.2,radar_stnet,5,0.8988888888888888,0.00022109344058347764,0.877521504908675,0.00024106166528355846,p6,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p6_val_p7,0.3,radar_stnet,5,0.8991552511415526,9.746003405529806e-05,0.8786724496581547,0.0002499084284449102,p6,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p6_val_p7,0.4,radar_stnet,5,0.8990030441400304,0.0004129272440259065,0.8795614655151874,0.0005432966966451722,p6,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p6_val_p7,0.5,radar_stnet,5,0.8987823439878234,0.0006206052675152467,0.8804916214822885,0.0008017427672979153,p6,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p6_val_p7,0.6,radar_stnet,5,0.89603500761035,0.0006151686568633776,0.8789486184194744,0.000715274147743007,p6,0.9,0.0,0.8666666666666666,0.0
point_missing,loso_test_p6_val_p7,0.7,radar_stnet,5,0.8911643835616438,0.00019757617938733092,0.8759461140177986,0.00022456452809402062,p6,0.9,0.0,0.8666666666666666,0.0
coordinate_noise,loso_test_p6_val_p7,0.0,radar_stnet,1,0.8975266362252664,0.0,0.8747703701026837,0.0,p6,0.9,0.0,0.8666666666666666,0.0
coordinate_noise,loso_test_p6_val_p7,0.01,radar_stnet,5,0.8970319634703197,0.00013613808082190996,0.8739913678808087,0.0001459217432745777,p6,0.9,0.0,0.8666666666666666,0.0
