method,level,filtered,sample_accuracy,sample_macro_f1,sit_recall,stand_recall
radar_stnet,0.0,False,0.9883333333333333,0.9884431076944447,0.95,0.95
radar_stnet,0.0,True,0.9616666666666667,0.9611000631420976,0.95,0.95
radar_stnet,0.1,False,0.5305555555555556,0.4761192616351783,0.016666666666666666,0.0
radar_stnet,0.1,True,0.648888888888889,0.6052904720047328,0.07777777777777778,0.0
radar_stnet,0.2,False,0.3211111111111111,0.2676171376106462,0.0,0.0
radar_stnet,0.2,True,0.5294444444444445,0.4746122921439096,0.0,0.0
radar_stnet,0.3,False,0.2638888888888889,0.2148851866041134,0.0,0.0
radar_stnet,0.3,True,0.4083333333333334,0.35500930286417837,0.0,0.0
